,회사명,KCGS_종합등급,KCGS_환경,KCGS_사회,KCGS_지배구조,한국ESG연구소,Moody's,MSCI,S&P,연도
2064,유성기업,C,B,C,C,-,-,-,-,2020
2065,유성기업,C,B,D,C,-,-,-,-,2021
2066,유성기업,C,C,C,C,-,-,-,-,2022
2067,유성기업,C,C,C,C,-,-,-,-,2023
2068,유수홀딩스,B,C,B,B+,-,-,-,-,2020
2069,유수홀딩스,B+,D,B,A,-,-,-,-,2021
2070,유수홀딩스,B+,B,B+,B+,-,-,-,-,2022
2071,유수홀딩스,B+,B,B+,B+,-,-,-,-,2023
2072,유안타증권,B,D,B+,B,-,-,-,-,2020
2073,유안타증권,C,D,C,B,-,-,-,5,2021
2074,유안타증권,C,D,C,B,-,-,-,6,2022
2075,유안타증권,C,D,C,B,-,-,-,6,2023
2076,유엔젤,C,B,C,C,-,-,-,-,2020
2077,유엔젤,C,D,C,B,-,-,-,-,2021
2078,유엔젤,D,D,D,D,-,-,-,-,2022
2079,유엔젤,D,D,D,D,-,-,-,-,2023
2080,유유제약,B,B,C,B,-,-,-,-,2020
2081,유유제약,B,D,B,B+,-,-,-,-,2021
2082,유유제약,C,D,B,D,-,-,-,-,2022
2083,유유제약,C,D,B,D,-,-,-,-,2023
2084,유진증권,B,C,B+,B,-,-,-,-,2020
2085,유진증권,C,C,C,B,-,-,-,6,2021
2086,유진증권,B,C,B+,B,-,-,-,12,2022
2087,유한양행,B+,B+,B+,B+,-,-,BBB,-,2020
2088,유한양행,B+,B+,A,B+,A+,-,BBB,13,2021
2089,유한양행,B+,B,A,B+,A,21,BBB,29,2022
2090,유화증권,C,D,C,B,-,-,-,-,2020
2091,유화증권,C,D,C,C,-,-,-,-,2021
2092,유화증권,D,D,D,C,-,-,-,-,2022
2093,율촌화학,B,C,B+,B+,-,-,-,-,2020
2094,율촌화학,B,B,B,B+,-,-,-,4,2021
2095,율촌화학,C,C,C,C,-,-,-,7,2022
2096,이건산업,B,C,B,B,-,-,-,-,2020
2097,이건산업,C,D,C,B+,-,-,-,-,2021
2098,이건산업,D,D,C,D,-,-,-,-,2022
2099,이건산업,D,D,C,D,-,-,-,-,2023
2100,이구산업,B,B,C,B,-,-,-,-,2020
2101,이구산업,B,B,C,B+,-,-,-,-,2021
2102,이구산업,C,C,C,C,-,-,-,-,2022
2103,이구산업,C,C,C,C,-,-,-,-,2023
2104,이노션,B+,D,A,A,-,-,-,-,2020
2105,이노션,A,B+,A,A,-,-,-,6,2021
2106,이노션,B+,B,A,B+,-,-,-,6,2022
2107,이노션,B+,B,A,B+,-,-,-,6,2023
2108,이마트,A,A,A+,A,-,-,B,-,2020
2109,이마트,A,A,A,A,B+,-,B,4,2021
2110,이마트,A,A+,A,B+,A,15,B,6,2022
2111,이마트,A,A+,A,B+,A,30,BB,6,2023
2112,이수페타시스,B,B+,B+,C,-,-,-,-,2020
2113,이수페타시스,B,B,A,C,-,-,-,14,2021
2114,이수페타시스,C,B,B+,D,-,-,-,19,2022
2115,이수페타시스,C,B,B+,D,-,-,-,19,2023
2116,이수화학,C,B,B,C,-,-,-,-,2020
2117,이수화학,B,B,B+,B,-,-,-,-,2021
2118,이수화학,C,B,B+,D,-,-,-,-,2022
2119,이수화학,C,B,B+,D,-,-,-,-,2023
2120,이스타코,C,D,C,B,-,-,-,-,2020
2121,이스타코,C,D,C,B,-,-,-,-,2021
2122,이스타코,D,D,D,C,-,-,-,-,2022
2123,이스타코,D,D,D,C,-,-,-,-,2023
2124,이아이디,D,D,C,C,-,-,-,-,2020
2125,이아이디,D,D,C,C,-,-,-,-,2021
2126,이아이디,D,D,D,D,-,-,-,-,2022
2127,이아이디,D,D,D,D,-,-,-,-,2023
2128,이엔플러스,B,B,C,B,-,-,-,-,2020
2129,이엔플러스,C,D,B,B,-,-,-,-,2021
2130,이엔플러스,D,D,C,D,-,-,-,-,2022
2131,이엔플러스,D,D,C,D,-,-,-,-,2023
2132,이연제약,C,D,B,B,-,-,-,-,2020
2133,이연제약,B,D,B,B+,-,-,-,8,2021
2134,이연제약,C,D,D,B+,-,-,-,9,2022
2135,이연제약,C,D,D,B+,-,-,-,9,2023
2136,이월드,C,D,C,B,-,-,-,-,2020
2137,이월드,C,D,C,B,-,-,-,-,2021
2138,이월드,D,D,C,D,-,-,-,-,2022
2139,이월드,D,D,C,D,-,-,-,-,2023
2140,이화산업,C,C,C,C,-,-,-,-,2020
2141,이화산업,C,D,C,B,-,-,-,-,2021
2142,이화산업,D,D,D,D,-,-,-,-,2022
2143,이화산업,D,D,D,D,-,-,-,-,2023
2144,인디에프,C,D,B,B,-,-,-,-,2020
2145,인디에프,C,D,B,B,-,-,-,-,2021
2146,인디에프,D,D,D,C,-,-,-,-,2022
2147,인디에프,D,D,D,C,-,-,-,-,2023
2148,인바이오젠,C,D,B,C,-,-,-,-,2020
2149,인바이오젠,C,D,C,C,-,-,-,-,2021
2150,인바이오젠,D,D,D,D,-,-,-,-,2022
2151,인바이오젠,D,D,D,D,-,-,-,-,2023
2152,인스코비,C,B,C,C,-,-,-,-,2020
2153,인스코비,C,D,C,B,-,-,-,-,2021
2154,인스코비,D,D,D,D,-,-,-,-,2022
2155,인스코비,D,D,D,D,-,-,-,-,2023
2156,인지컨트롤스,C,C,B,C,-,-,-,-,2020
2157,인지컨트롤스,C,D,C,B,-,-,-,-,2021
2158,인지컨트롤스,D,D,C,D,-,-,-,-,2022
2159,인지컨트롤스,D,D,C,D,-,-,-,-,2023
2160,인천도시가스,B,C,B,B+,-,-,-,-,2020
2161,인천도시가스,C,D,C,B,-,-,-,-,2021
2162,인천도시가스,C,D,B,B,-,-,-,-,2022
2163,인천도시가스,C,D,B,B,-,-,-,-,2023
2164,인천도시가스,C,D,B,B,-,-,-,-,2023
2165,인터지스,B+,B,B,B+,-,-,-,-,2020
2166,인터지스,B,B,C,B+,-,-,-,-,2021
2167,인터지스,C,C,B,C,-,-,-,-,2022
2168,인터지스,C,C,B,C,-,-,-,-,2023
2169,인팩,C,C,C,B,-,-,-,-,2020
2170,인팩,C,D,C,B+,-,-,-,-,2021
2171,인팩,C,D,C,B,-,-,-,-,2022
2172,인팩,C,D,C,B,-,-,-,-,2023
2173,일동제약,A,B+,A+,B+,-,-,-,-,2020
2174,일동제약,A,B+,A,A,-,-,-,-,2021
2175,일동제약,B,C,A+,B,-,-,-,-,2022
2176,일동제약,B,C,A+,B,-,-,-,-,2023
2177,일동홀딩스,B+,B,A,B+,-,-,-,-,2020
2178,일동홀딩스,A,B+,A,A,-,-,-,-,2021
2179,일동홀딩스,B+,C,A+,B+,-,-,-,-,2022
2180,일동홀딩스,B+,C,A+,B+,-,-,-,-,2023
2181,일성건설,B,B,B,B,-,-,-,-,2020
2182,일성건설,B,B,C,B+,-,-,-,-,2021
2183,일성건설,D,D,D,C,-,-,-,-,2022
2184,일성건설,D,D,D,C,-,-,-,-,2023
2185,일성신약,C,D,B,B,-,-,-,-,2020
2186,일성신약,C,D,C,B+,-,-,-,-,2021
2187,일성신약,D,D,D,D,-,-,-,-,2022
2188,일성신약,D,D,D,D,-,-,-,-,2023
2189,일신방직,B,B,B,B,-,-,-,-,2020
2190,일신방직,B+,B,B,A,-,-,-,-,2021
2191,일신방직,D,C,C,D,-,-,-,-,2022
2192,일신방직,D,C,C,D,-,-,-,-,2023
2193,일신석재,C,D,C,B,-,-,-,-,2020
2194,일신석재,C,D,C,B,-,-,-,3,2021
2195,일신석재,D,D,D,C,-,-,-,2,2022
2196,일신석재,D,D,D,C,-,-,-,2,2023
2197,일양약품,B,D,B,B+,-,-,-,-,2020
2198,일양약품,C,D,C,B+,-,-,-,6,2021
2199,일양약품,C,D,C,B+,-,-,-,8,2022
2200,일양약품,C,D,C,B+,-,-,-,8,2023
2201,일정실업,C,C,C,C,-,-,-,-,2020
2202,일정실업,C,C,C,C,-,-,-,-,2021
2203,일정실업,D,D,D,C,-,-,-,-,2022
2204,일진다이아,C,C,B,B,-,-,-,-,2020
2205,일진다이아,C,D,C,B,-,-,-,-,2021
2206,일진다이아,D,D,D,C,-,-,-,-,2022
2207,일진다이아,D,D,D,C,-,-,-,-,2023
2208,일진디스플,B,B,B,B,-,-,-,-,2020
2209,일진디스플,B,B,B,B,-,-,-,-,2021
2210,일진디스플,D,D,D,C,-,-,-,-,2022
2211,일진디스플,D,D,D,C,-,-,-,-,2023
2212,일진전기,C,C,B,C,-,-,-,-,2020
2213,일진전기,C,C,C,B,-,-,-,-,2021
2214,일진전기,D,D,C,D,-,-,-,-,2022
2215,일진전기,D,D,C,D,-,-,-,-,2023
2216,일진하이솔루스,-,-,-,-,-,-,-,-,2020
2217,일진하이솔루스,-,-,-,-,-,-,-,-,2021
2218,일진하이솔루스,-,-,-,-,C,-,-,-,2022
2219,일진하이솔루스,-,-,-,-,C,-,-,-,2023
2220,일진홀딩스,B,C,B,B,-,-,-,-,2020
2221,일진홀딩스,C,C,C,B,-,-,-,-,2021
2222,일진홀딩스,C,D,C,B,-,-,-,-,2022
2223,일진홀딩스,C,D,C,B,-,-,-,-,2023
2224,잇츠한불,B,C,B,B,-,-,-,-,2020
2225,잇츠한불,B+,B+,B,B+,-,-,-,4,2021
2226,잇츠한불,C,D,C,B,-,-,-,6,2022
2227,잇츠한불,C,D,C,B,-,-,-,6,2023
2228,자이에스앤디,-,-,-,-,-,-,-,-,2020
2229,자이에스앤디,B,C,B,B+,-,-,-,-,2021
2230,자이에스앤디,B,C,B+,B+,-,-,-,-,2022
2231,자이에스앤디,B,C,B+,B+,-,-,-,-,2023
2232,자화전자,B,B,B+,B,-,-,-,-,2020
2233,자화전자,C,C,C,B+,-,-,-,9,2021
2234,자화전자,D,D,C,C,-,-,-,11,2022
2235,자화전자,D,D,C,C,-,-,-,11,2023
2236,전방,C,C,B+,C,-,-,-,-,2020
2237,전방,C,C,B,B,-,-,-,-,2021
2238,전방,D,C,C,D,-,-,-,-,2022
2239,전방,D,C,C,D,-,-,-,-,2023
2240,제이에스코퍼레이션,C,D,C,B+,-,-,-,-,2020
2241,제이에스코퍼레이션,C,D,C,B+,-,-,-,-,2021
2242,제이에스코퍼레이션,C,D,D,B,-,-,-,-,2022
2243,제이에스코퍼레이션,C,D,D,B,-,-,-,-,2023
2244,제이준코스메틱,C,D,C,B,-,-,-,-,2020
2245,제이준코스메틱,C,D,C,B,-,-,-,-,2021
2246,제이준코스메틱,D,D,D,C,-,-,-,-,2022
2247,제이준코스메틱,D,D,D,C,-,-,-,-,2023
2248,제일기획,B+,D,A,B+,-,-,B,-,2020
2249,제일기획,B+,C,A,B+,A,-,B,1,2021
2250,제일기획,A,B+,A,A,A,32,B,7,2022
2251,제일기획,A,B+,A,A,B+,32,B,7,2023
2252,제일약품,C,D,B,B,-,-,-,-,2020
2253,제일약품,C,D,B,B,-,-,-,-,2021
2254,제일약품,D,D,D,D,-,-,-,-,2022
2255,제일약품,D,D,D,D,-,-,-,-,2023
2256,제일연마,C,C,C,B,-,-,-,-,2020
2257,제일연마,C,C,C,B+,-,-,-,-,2021
2258,제일연마,C,D,D,B+,-,-,-,-,2022
2259,제일연마,C,D,D,B+,-,-,-,-,2023
2260,제일파마홀딩스,B,D,B,B,-,-,-,-,2020
2261,제일파마홀딩스,B,D,B,B,-,-,-,-,2021
2262,제일파마홀딩스,D,D,D,D,-,-,-,-,2022
2263,제일파마홀딩스,D,D,D,D,-,-,-,-,2023
2264,제주은행,B+,C,A,A,-,-,-,-,2020
2265,제주은행,A,B,A+,A,-,-,-,-,2021
2266,제주은행,B+,A,A,B+,-,-,-,-,2022
2267,제주은행,B+,A,A,B+,-,-,-,-,2023
2268,제주항공,B,C,B+,B+,-,-,-,-,2020
2269,제주항공,B+,B,B+,B+,-,-,-,4,2021
2270,제주항공,B,C,B+,B+,-,-,-,4,2022
2271,제주항공,B,C,B+,B+,-,-,-,4,2023
2272,조광페인트,C,C,B,B,-,-,-,-,2020
2273,조광페인트,B,B,B+,B,-,-,-,-,2021
2274,조광페인트,C,C,C,C,-,-,-,-,2022
2275,조광페인트,C,C,C,C,-,-,-,-,2023
2276,조광피혁,C,D,C,B,-,-,-,-,2020
2277,조광피혁,C,D,C,B,-,-,-,-,2021
2278,조광피혁,C,D,D,B,-,-,-,-,2022
2279,조광피혁,C,D,D,B,-,-,-,-,2023
2280,조비,C,D,B,B,-,-,-,-,2020
2281,조비,C,D,C,B,-,-,-,-,2021
2282,조비,D,D,D,D,-,-,-,-,2022
2283,조비,D,D,D,D,-,-,-,-,2023
2284,조선선재,C,D,C,B+,-,-,-,-,2020
2285,조선선재,C,D,C,B+,-,-,-,-,2021
2286,조선선재,D,D,D,C,-,-,-,-,2022
2287,조선선재,D,D,D,C,-,-,-,-,2023
2288,조일알미늄,B,B,C,B,-,-,-,-,2020
2289,조일알미늄,B,B,C,B+,-,-,-,-,2021
2290,조일알미늄,C,C,C,B,-,-,-,-,2022
2291,조일알미늄,C,C,C,B,-,-,-,-,2023
2292,조흥,B,B,C,B,-,-,-,-,2020
2293,조흥,C,D,C,B,-,-,-,-,2021
2294,조흥,C,C,C,C,-,-,-,-,2022
2295,조흥,C,C,C,C,-,-,-,-,2023
2296,종근당,B,C,B+,B+,-,-,-,-,2020
2297,종근당,A,A,A+,B+,A,-,-,8,2021
2298,종근당,B+,B+,A,B,B+,-,-,7,2022
2299,종근당,B+,B+,A,B,B+,-,-,7,2023
2300,종근당바이오,C,B,C,C,-,-,-,-,2020
2301,종근당바이오,B+,B+,A,B+,-,-,-,-,2021
2302,종근당바이오,B+,B,A,B,-,-,-,-,2022
2303,종근당바이오,B+,B,A,B,-,-,-,-,2023
2304,종근당홀딩스,C,C,B+,C,-,-,-,-,2020
2305,종근당홀딩스,B+,B+,A,B+,-,-,-,9,2021
2306,종근당홀딩스,B+,B+,A,B,-,-,-,8,2022
2307,종근당홀딩스,B+,B+,A,B,-,-,-,8,2023
2308,주연테크,C,C,B,C,-,-,-,-,2020
2309,주연테크,C,C,C,C,-,-,-,-,2021
2310,주연테크,D,D,D,D,-,-,-,-,2022
2311,주연테크,D,D,D,D,-,-,-,-,2023
2312,지누스,-,-,-,-,-,-,-,-,2020
2313,지누스,C,D,C,B+,B,-,-,2,2021
2314,지누스,B+,B,B+,A,B+,-,-,9,2022
2315,지누스,B+,B,B+,A,B,-,-,9,2023
2316,지엠비코리아,C,C,B,C,-,-,-,-,2020
2317,지엠비코리아,C,C,C,B,-,-,-,-,2021
2318,지엠비코리아,D,D,C,D,-,-,-,-,2022
2319,지엠비코리아,D,D,C,D,-,-,-,-,2023
2320,지역난방공사,A,B+,A+,B+,-,-,-,-,2020
2321,지역난방공사,A,B+,A+,A,-,-,-,15,2021
2322,지역난방공사,A+,A,A+,A+,-,-,-,29,2022
2323,지역난방공사,A+,A,A+,A+,-,-,-,29,2023
2324,진도,B,D,B,B,-,-,-,-,2020
2325,진도,D,D,D,C,-,-,-,-,2021
2326,진도,D,D,D,C,-,-,-,-,2022
2327,진도,D,D,D,C,-,-,-,-,2023
2328,진양산업,D,D,C,C,-,-,-,-,2020
2329,진양산업,D,D,C,C,-,-,-,-,2021
2330,진양산업,D,D,D,D,-,-,-,-,2022
2331,진양산업,D,D,D,D,-,-,-,-,2023
2332,진양폴리우레탄,C,D,C,B,-,-,-,-,2020
2333,진양폴리우레탄,C,D,C,B+,-,-,-,-,2021
2334,진양폴리우레탄,D,D,D,C,-,-,-,-,2022
2335,진양폴리우레탄,D,D,D,C,-,-,-,-,2023
2336,진양홀딩스,C,D,C,C,-,-,-,-,2020
2337,진양홀딩스,C,D,C,B,-,-,-,-,2021
2338,진양홀딩스,D,D,D,D,-,-,-,-,2022
2339,진양홀딩스,D,D,D,D,-,-,-,-,2023
2340,진양화학,D,D,C,C,-,-,-,-,2020
2341,진양화학,C,D,C,B,-,-,-,-,2021
2342,진양화학,D,D,D,C,-,-,-,-,2022
2343,진양화학,D,D,D,C,-,-,-,-,2023
2344,진에어,B+,C,B+,A,-,-,-,-,2020
2345,진에어,B+,C,A,A,-,-,-,-,2021
2346,진에어,B+,B,B+,A,-,-,-,-,2022
2347,진에어,B+,B,B+,A,-,-,-,-,2023
2348,진원생명과학,C,D,C,B,-,-,-,-,2020
2349,진원생명과학,C,D,C,B+,-,-,-,4,2021
2350,진원생명과학,D,D,D,D,-,-,-,9,2022
2351,진원생명과학,D,D,D,D,-,-,-,9,2023
2352,진흥기업,C,C,B,B,-,-,-,-,2020
2353,진흥기업,C,C,C,B+,-,-,-,-,2021
2354,진흥기업,C,D,C,B,-,-,-,-,2022
2355,진흥기업,C,D,C,B,-,-,-,-,2023
2356,참엔지니어링,B,B,B,B,-,-,-,-,2020
2357,참엔지니어링,B,D,B,B+,-,-,-,-,2021
2358,참엔지니어링,C,D,C,B,-,-,-,-,2022
2359,참엔지니어링,C,D,C,B,-,-,-,-,2023
2360,천일고속,B,C,B,B+,-,-,-,-,2020
2361,천일고속,B,C,B,B+,-,-,-,-,2020
2362,천일고속,B,C,C,B+,-,-,-,-,2021
2363,천일고속,D,D,D,D,-,-,-,-,2022
2364,천일고속,D,D,D,D,-,-,-,-,2023
2365,청호ICT,C,B,C,C,-,-,-,-,2020
2366,청호ICT,D,D,C,D,-,-,-,-,2021
2367,청호ICT,D,D,D,D,-,-,-,-,2022
2368,청호ICT,D,D,D,D,-,-,-,-,2023
2369,체시스,C,C,B,C,-,-,-,-,2020
2370,체시스,C,D,B,B,-,-,-,-,2021
2371,체시스,D,D,D,C,-,-,-,-,2022
2372,체시스,D,D,D,C,-,-,-,-,2023
2373,카카오,B+,C,A+,A,-,-,BBB,-,2020
2374,카카오,A,A,A+,A,A,-,A,54,2021
2375,카카오,A,A,A,A,A,24,AA,63,2022
2376,카카오,A,A,A,A,A,24,AA,63,2023
2377,카카오뱅크,-,-,-,-,-,-,-,-,2020
2378,카카오뱅크,-,-,-,-,B+,-,BB,4,2021
2379,카카오뱅크,-,-,-,-,B+,-,BB,5,2022
2380,카카오뱅크,-,-,-,-,B+,-,BBB,5,2023
2381,카카오페이,-,-,-,-,-,-,-,-,2020
2382,카카오페이,-,-,-,-,-,-,-,-,2021
2383,카카오페이,-,-,-,-,B+,-,-,-,2022
2384,카카오페이,-,-,-,-,B+,-,B,-,2023
2385,카프로,B+,B+,B,B+,-,-,-,-,2020
2386,카프로,B,B,C,B+,-,-,-,-,2021
2387,카프로,C,C,D,C,-,-,-,4,2022
2388,카프로,C,C,D,C,-,-,-,4,2023
2389,컨버즈,D,C,C,D,-,-,-,-,2020
2390,컨버즈,B,B,C,B,-,-,-,-,2021
2391,컨버즈,D,D,D,C,-,-,-,-,2022
2392,컨버즈,D,D,D,C,-,-,-,-,2023
2393,케이비아이동국실업,C,B,B,C,-,-,-,-,2020
2394,케이비아이동국실업,C,C,C,C,-,-,-,-,2021
2395,케이비아이동국실업,D,D,D,D,-,-,-,-,2022
2396,케이비아이동국실업,D,D,D,D,-,-,-,-,2023
2397,케이씨,B+,B,B,B+,-,-,-,-,2020
2398,케이씨,B,B,C,B+,-,-,-,9,2021
2399,케이씨,C,D,B,C,-,-,-,8,2022
2400,케이씨,C,D,B,C,-,-,-,8,2023
2401,케이씨씨,B+,B+,A+,B,A,-,B,26,2021
2402,케이씨씨,A,B+,A,A,A,33,B,36,2022
2403,케이씨씨,A,B+,A,A,A,33,B,36,2023
2404,케이씨씨글라스,-,-,-,-,-,-,-,-,2020
2405,케이씨씨글라스,-,-,-,-,-,-,-,18,2021
2406,케이씨씨글라스,B+,B+,A,B+,-,-,-,24,2022
2407,케이씨씨글라스,B+,B+,A,B+,-,-,-,24,2023
2408,케이씨텍,B,B,B,B,-,-,-,-,2020
2409,케이씨텍,B,B,B,B,-,-,-,-,2021
2410,케이씨텍,C,D,C,B,-,-,-,-,2022
2411,케이씨텍,C,D,C,B,-,-,-,-,2023
2412,케이씨티시,B,B,B,B,-,-,-,-,2020
2413,케이씨티시,B,B,C,B,-,-,-,-,2021
2414,케이씨티시,D,D,C,D,-,-,-,-,2022
2415,케이씨티시,D,D,C,D,-,-,-,-,2023
2416,케이카,-,-,-,-,-,-,-,-,2020
2417,케이카,-,-,-,-,-,-,-,-,2021
2418,케이카,-,-,-,-,B,-,-,-,2022
2419,케이카,-,-,-,-,B,-,-,-,2023
2420,케이티,A+,A,A,A+,-,-,-,-,2020
2421,케이티,A+,A+,B+,A+,A,-,-,45,2021
2422,케이티,A,A,B+,A,A,47,-,45,2022
2423,케이티,A,A,B+,A,A,47,BBB,45,2023
2424,케이티스카이라이프,B+,C,B+,B+,-,-,-,-,2020
2425,케이티스카이라이프,A,B,A,A,-,-,-,10,2021
2426,케이티스카이라이프,A,B,A+,A,-,-,-,10,2022
2427,케이티스카이라이프,A,B,A+,A,-,-,-,10,2023
2428,케이티앤지,A,B+,A+,A,-,-,A,-,2020
2429,케이티앤지,A,A,A+,A,S,-,AA,28,2021
2430,케이티앤지,A,A,A+,A,A+,30,AA,75,2022
2431,케이티앤지,A,A,A+,A,A+,37,AA,75,2023
2432,코리아써키트,C,B+,B,C,-,-,-,-,2020
2433,코리아써키트,B,B+,C,B+,-,-,-,-,2021
2434,코리아써키트,D,C,D,D,-,-,-,-,2022
2435,코리아써키트,D,C,D,D,-,-,-,-,2023
2436,코리안리,B,D,B,B+,-,-,-,-,2020
2437,코리안리,B+,B,B+,A,-,-,-,10,2021
2438,코리안리,B+,C,B+,B+,-,-,-,11,2022
2439,코리안리,B+,C,B+,B+,-,-,-,11,2023
2440,코스맥스,B+,B+,B+,B,-,-,-,-,2020
2441,코스맥스,A,A,A,B+,A,-,-,5,2021
2442,코스맥스,A,A,A,B+,A,-,-,5,2021
2443,코스맥스,B,B+,A,C,A,-,-,23,2022
2444,코스맥스,B,B+,A,C,A,-,-,23,2023
2445,코스맥스비티아이,B,B,B,B,-,-,-,-,2020
2446,코스맥스비티아이,B+,A,A,B+,-,-,-,-,2021
2447,코스맥스비티아이,B+,B+,A,B,-,-,-,-,2022
2448,코스맥스비티아이,B+,B+,A,B,-,-,-,-,2023
2449,코스모신소재,B+,B+,B,B+,-,-,-,-,2020
2450,코스모신소재,B,B,C,B,-,-,-,-,2021
2451,코스모신소재,D,C,C,D,-,-,-,5,2022
2452,코스모신소재,D,C,C,D,-,-,B,5,2023
2453,코스모화학,C,B,C,D,-,-,-,-,2020
2454,코스모화학,B,B,C,B,-,-,-,3,2021
2455,코스모화학,D,C,D,D,-,-,-,4,2022
2456,코스모화학,D,C,D,D,-,-,-,4,2023
2457,코아스,B+,B,B,B+,-,-,-,-,2020
2458,코아스,B,C,C,B+,-,-,-,-,2021
2459,코아스,C,D,D,B+,-,-,-,-,2022
2460,코아스,C,D,D,B+,-,-,-,-,2023
2461,코오롱,B,C,B+,B,-,-,-,-,2020
2462,코오롱,B,B,B+,B,-,-,-,3,2021
2463,코오롱,C,C,A,C,-,-,-,4,2022
2464,코오롱,C,C,A,C,-,-,-,4,2023
2465,코오롱글로벌,B,C,B,B+,-,-,-,-,2020
2466,코오롱글로벌,B,C,B,B+,-,-,-,-,2021
2467,코오롱글로벌,C,D,C,B+,-,-,-,-,2022
2468,코오롱글로벌,C,D,C,B+,-,-,-,-,2023
2469,코오롱인더,B+,B+,B+,B+,-,-,-,-,2020
2470,코오롱인더,A,B+,A,A,B+,-,-,25,2021
2471,코오롱인더,B+,B,A,A,B+,-,-,33,2022
2472,코오롱인더,B+,B,A,A,A,-,-,33,2023
2473,코오롱플라스틱,B+,B,B+,B+,-,-,-,-,2020
2474,코오롱플라스틱,B+,B,B+,B+,-,-,-,-,2021
2475,코오롱플라스틱,B,C,B,B+,-,-,-,-,2022
2476,코오롱플라스틱,B,C,B,B+,-,-,-,-,2023
2477,코웨이,A,A,A+,B+,-,-,BBB,-,2020
2478,코웨이,A,A,A+,B+,A+,-,AA,69,2021
2479,코웨이,B+,A,A,B,A,31,A,61,2022
2480,코웨이,B+,A,A,B,A,31,A,61,2023
2481,콘텐트리중앙,B,D,B,B,-,-,-,-,2020
2482,콘텐트리중앙,D,D,C,D,-,-,-,-,2022
2483,콘텐트리중앙,D,D,C,D,-,-,-,-,2023
2484,콤텍시스템,C,D,B,C,-,-,-,-,2020
2485,콤텍시스템,C,D,B,C,-,-,-,-,2021
2486,콤텍시스템,D,D,D,D,-,-,-,-,2022
2487,콤텍시스템,D,D,D,D,-,-,-,-,2023
2488,쿠쿠홀딩스,B,D,B,B+,-,-,-,-,2020
2489,쿠쿠홀딩스,B,D,C,B+,B+,-,-,2,2021
2490,쿠쿠홀딩스,C,D,D,B,B+,-,-,2,2022
2491,쿠쿠홀딩스,C,D,D,B,B+,-,-,2,2023
2492,쿠쿠홈시스,C,D,C,C,-,-,-,-,2020
2493,쿠쿠홈시스,B,D,C,B+,B,-,-,3,2021
2494,쿠쿠홈시스,C,D,D,B,B,-,-,6,2022
2495,쿠쿠홈시스,C,D,D,B,B,-,-,6,2023
2496,크라운제과,B,D,B+,B,-,-,-,-,2020
2497,크라운제과,B,C,B+,B+,-,-,-,-,2021
2498,크라운제과,C,C,B,C,-,-,-,-,2022
2499,크라운제과,C,C,B,C,-,-,-,-,2023
2500,크라운해태홀딩스,B,D,B+,B,-,-,-,-,2020
2501,크라운해태홀딩스,B,C,B+,B,-,-,-,-,2021
2502,크라운해태홀딩스,C,C,B,C,-,-,-,-,2022
2503,크라운해태홀딩스,C,C,B,C,-,-,-,-,2023
2504,크래프톤,-,-,-,-,-,-,-,-,2020
2505,크래프톤,-,-,-,-,B+,-,-,3,2021
2506,크래프톤,-,-,-,-,B,-,BB,8,2022
2507,크래프톤,-,-,-,-,B,-,BB,8,2023
2508,키다리스튜디오,B,B,B,B,-,-,-,-,2020
2509,키다리스튜디오,B,D,B,B,-,-,-,-,2021
2510,키다리스튜디오,D,D,D,C,-,-,-,-,2022
2511,키다리스튜디오,D,D,D,C,-,-,-,-,2023
2512,키움증권,B,D,B+,B+,-,-,-,-,2020
2513,키움증권,B,C,A,B,B+,-,-,5,2021
2514,키움증권,B,B,C,B,B,-,-,17,2022
2515,키움증권,B,B,C,B,B,-,-,17,2023
2516,태경비케이,C,C,B,B,-,-,-,-,2020
2517,태경비케이,C,C,B,B,-,-,-,-,2021
2518,태경비케이,D,C,C,D,-,-,-,-,2022
2519,태경비케이,D,C,C,D,-,-,-,-,2023
2520,태경산업,B,B,B,B,-,-,-,-,2020
2521,태경산업,B,C,B,B+,-,-,-,-,2021
2522,태경산업,C,C,C,C,-,-,-,-,2022
2523,태경산업,C,C,C,C,-,-,-,-,2023
2524,태경케미컬,D,D,C,C,-,-,-,-,2020
2525,태경케미컬,C,D,B,B,-,-,-,-,2021
2526,태경케미컬,D,D,C,D,-,-,-,-,2022
2527,태경케미컬,D,D,C,D,-,-,-,-,2023
2528,태광산업,C,B,B+,D,-,-,-,-,2020
2529,태광산업,B+,B,A,B+,C,-,-,7,2021
2530,태광산업,D,D,C,C,B,-,-,7,2022
2531,태광산업,D,D,C,C,B+,-,-,7,2023
2532,태림포장,C,B,C,C,-,-,-,-,2020
2533,태림포장,C,B,C,C,-,-,-,-,2021
2534,태림포장,C,C,B+,C,-,-,-,4,2022
2535,태림포장,C,C,B+,C,-,-,-,4,2023
2536,태양금속공업,B,B+,B,B,-,-,-,-,2020
2537,태양금속공업,B,B,C,B,-,-,-,-,2021
2538,태양금속공업,D,D,D,D,-,-,-,-,2022
2539,태양금속공업,D,D,D,D,-,-,-,-,2023
2540,태영건설,B,B,B,B+,-,-,-,-,2020
2541,태영건설,B+,A,B,B+,-,-,-,10,2021
2542,태영건설,B+,B+,B,B+,-,-,-,12,2022
2543,태영건설,B+,B+,B,B+,-,-,-,12,2023
2544,태원물산,B,B,C,B,-,-,-,-,2020
